Area_sqft,Bedrooms,Bathrooms,Stories,Parking,Age_years,Location,Furnishing,Road_access,Guestroom,Basement,Hot_water,AC,Preferred_area,Price
1505,5,1,1,3,49,Northend,Unfurnished,No,Yes,No,Yes,Yes,No,255545.55
2848,4,2,2,3,28,Downtown,Furnished,No,No,No,Yes,Yes,No,933336.17
2921,3,2,1,0,12,Eastside,Semi-Furnished,Yes,No,No,Yes,No,Yes,508947.73
3255,6,4,2,2,9,Northend,Semi-Furnished,Yes,No,No,No,Yes,Yes,550136.73
4798,5,2,1,0,7,Northend,Furnished,Yes,No,No,No,Yes,No,895831.81
4642,2,4,1,1,10,Rural,Semi-Furnished,Yes,Yes,Yes,Yes,No,No,640868.46
5058,5,3,1,1,16,Northend,Semi-Furnished,Yes,No,No,Yes,Yes,No,596483.09
4241,3,3,3,2,12,Westside,Furnished,Yes,No,No,Yes,No,No,828683.88
5003,4,4,3,1,45,Southend,Unfurnished,Yes,No,No,Yes,No,No,802679.42
1717,5,3,2,2,18,Uptown,Semi-Furnished,Yes,No,No,No,Yes,No,490061.16
2974,5,3,2,0,42,Northend,Unfurnished,Yes,No,Yes,Yes,Yes,No,446342.34
1429,6,1,2,0,24,Rural,Unfurnished,Yes,No,Yes,Yes,Yes,Yes,271926.36
816,1,4,1,1,1,Eastside,Unfurnished,Yes,Yes,No,Yes,No,No,211666.94
2002,4,3,1,1,0,Suburban,Furnished,Yes,No,Yes,Yes,Yes,No,466763.2
920,6,4,2,3,32,Midtown,Semi-Furnished,Yes,Yes,No,No,No,No,436403.6
4858,1,3,1,0,38,Downtown,Semi-Furnished,Yes,No,No,Yes,No,No,1260971.06
1949,1,4,1,0,40,Downtown,Unfurnished,No,No,No,No,Yes,No,603483.79
927,6,2,1,3,29,Northend,Unfurnished,No,No,No,Yes,Yes,Yes,351893.17
896,3,4,3,0,21,Lakeview,Unfurnished,Yes,No,Yes,No,No,No,567666.04
1295,3,4,2,1,32,Southend,Semi-Furnished,Yes,Yes,No,No,No,Yes,312453.89
606,2,4,2,2,49,Northend,Unfurnished,Yes,Yes,No,No,Yes,No,215672.12
4549,6,2,3,1,38,Lakeview,Unfurnished,Yes,No,No,Yes,Yes,Yes,1155798.7
597,4,4,2,3,41,Eastside,Unfurnished,Yes,Yes,No,No,Yes,Yes,349209.21
2403,4,3,1,0,6,Midtown,Semi-Furnished,No,No,Yes,No,Yes,Yes,636238.75
4070,3,3,1,3,4,Suburban,Furnished,Yes,No,Yes,Yes,No,No,675014.15
3801,3,2,2,3,36,Southend,Semi-Furnished,Yes,No,No,Yes,Yes,No,554608.45
542,1,4,2,0,45,Suburban,Furnished,Yes,No,No,Yes,Yes,No,257325.76
2077,3,3,1,0,17,Downtown,Semi-Furnished,No,No,Yes,Yes,Yes,No,710455.23
4690,5,4,1,0,3,Eastside,Semi-Furnished,Yes,Yes,Yes,Yes,Yes,Yes,650733.8
4783,4,1,2,0,30,Lakeview,Unfurnished,Yes,No,No,No,No,Yes,1042060.68
884,2,4,2,2,34,Lakeview,Unfurnished,Yes,Yes,No,Yes,Yes,No,607325.36
3971,1,2,1,2,35,Westside,Furnished,Yes,No,No,No,No,No,801444.64
4077,5,4,3,1,17,Northend,Unfurnished,No,No,No,Yes,Yes,No,601245.34
3738,3,3,3,2,16,Lakeview,Unfurnished,Yes,No,Yes,No,Yes,No,1625637.67
2196,2,4,1,3,39,Southend,Semi-Furnished,No,Yes,No,No,Yes,No,442031.65
2634,3,2,1,0,14,Midtown,Furnished,No,No,Yes,Yes,No,No,653354.42
4392,6,3,1,3,49,Downtown,Unfurnished,Yes,Yes,No,Yes,No,Yes,1089886.16
3036,5,1,3,3,2,Southend,Unfurnished,Yes,No,No,No,No,Yes,586521.0
4821,6,1,3,0,25,Uptown,Unfurnished,Yes,Yes,Yes,Yes,Yes,No,861331.78
2892,6,4,3,2,28,Southend,Unfurnished,Yes,Yes,No,Yes,No,No,693092.67
5113,2,4,3,1,27,Southend,Unfurnished,Yes,Yes,No,No,No,No,676485.94
4315,6,1,2,3,17,Midtown,Unfurnished,Yes,No,Yes,Yes,Yes,No,959432.58
795,3,2,3,2,44,Lakeview,Furnished,Yes,No,Yes,No,Yes,No,536462.93
913,5,3,1,0,19,Northend,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,234867.02
2495,5,2,3,2,23,Northend,Semi-Furnished,Yes,No,No,Yes,No,Yes,559122.28
503,2,2,1,2,45,Downtown,Unfurnished,Yes,No,Yes,No,No,Yes,285844.31
677,6,2,1,0,28,Uptown,Semi-Furnished,No,No,No,Yes,Yes,No,380246.86
1245,6,1,3,2,43,Uptown,Semi-Furnished,No,Yes,No,No,Yes,No,579488.33
4854,5,1,1,1,14,Southend,Unfurnished,Yes,No,No,Yes,Yes,Yes,854037.68
1151,3,3,1,2,26,Uptown,Furnished,Yes,No,No,No,No,No,477155.05
4389,2,1,3,1,3,Midtown,Unfurnished,Yes,Yes,No,Yes,No,No,1222394.54
3771,6,3,2,3,40,Downtown,Furnished,Yes,Yes,No,Yes,Yes,No,1022959.15
2982,6,3,3,0,24,Rural,Unfurnished,Yes,Yes,No,No,No,No,304185.95
789,1,1,2,2,43,Lakeview,Furnished,Yes,No,No,No,No,No,339929.75
1302,5,1,3,2,25,Rural,Furnished,Yes,No,No,Yes,Yes,Yes,277063.54
3030,3,1,2,2,47,Lakeview,Unfurnished,Yes,No,Yes,Yes,Yes,No,719546.45
733,2,3,1,3,19,Lakeview,Unfurnished,Yes,No,No,Yes,Yes,Yes,458668.8
907,6,2,2,1,20,Northend,Semi-Furnished,No,No,No,Yes,Yes,No,291207.55
1193,1,3,2,1,44,Lakeview,Semi-Furnished,Yes,No,No,No,Yes,No,447742.88
1669,1,3,1,2,13,Downtown,Unfurnished,Yes,No,No,Yes,Yes,No,594500.74
5157,4,4,3,3,15,Uptown,Unfurnished,Yes,No,No,Yes,Yes,No,1433280.39
2977,6,4,2,3,43,Uptown,Unfurnished,Yes,No,No,Yes,No,No,752800.98
931,4,2,3,0,4,Midtown,Semi-Furnished,Yes,No,No,No,No,No,448477.72
3044,6,3,2,3,11,Rural,Furnished,Yes,No,No,No,Yes,Yes,404256.77
1482,2,3,1,0,14,Southend,Semi-Furnished,Yes,No,No,No,Yes,Yes,369819.58
3660,5,1,3,2,49,Eastside,Furnished,Yes,No,Yes,No,No,Yes,603800.85
3544,6,4,2,3,3,Downtown,Furnished,Yes,No,No,No,No,Yes,921203.22
4424,3,1,2,2,28,Eastside,Semi-Furnished,No,No,No,Yes,Yes,Yes,623122.5
3812,5,4,3,1,18,Midtown,Furnished,No,No,No,No,No,Yes,1126055.78
4818,3,4,3,2,9,Northend,Unfurnished,Yes,Yes,Yes,Yes,Yes,No,690008.14
2188,3,2,1,0,14,Eastside,Semi-Furnished,Yes,No,Yes,Yes,Yes,Yes,464987.2
967,4,1,1,3,0,Downtown,Furnished,Yes,Yes,No,Yes,No,Yes,648392.97
3116,4,4,3,1,27,Lakeview,Unfurnished,Yes,No,No,Yes,Yes,No,1047519.96
1845,5,1,1,1,26,Downtown,Furnished,Yes,No,No,Yes,Yes,Yes,649209.11
2922,2,1,2,3,35,Rural,Furnished,Yes,No,Yes,Yes,No,Yes,422650.16
5007,3,4,1,3,38,Northend,Semi-Furnished,Yes,No,No,Yes,Yes,No,704615.52
1511,4,2,3,2,6,Northend,Semi-Furnished,No,No,No,Yes,No,Yes,421916.03
2177,2,2,2,1,43,Uptown,Furnished,Yes,Yes,No,Yes,Yes,Yes,649189.39
4197,4,1,1,3,15,Downtown,Unfurnished,No,No,No,Yes,Yes,No,1113166.83
4566,3,4,2,3,20,Rural,Semi-Furnished,No,No,No,Yes,Yes,Yes,514623.91
2392,1,4,1,2,47,Westside,Furnished,Yes,No,Yes,Yes,No,No,534966.86
3369,4,3,1,3,21,Downtown,Unfurnished,Yes,No,No,Yes,Yes,Yes,1086706.97
4850,2,2,3,2,24,Westside,Unfurnished,Yes,No,No,No,Yes,No,843434.34
1986,5,4,2,0,49,Downtown,Semi-Furnished,Yes,No,No,Yes,No,No,522946.8
3839,5,2,1,3,34,Downtown,Semi-Furnished,Yes,Yes,Yes,Yes,No,No,1084944.9
1916,3,3,2,1,0,Downtown,Furnished,Yes,No,No,Yes,No,No,780718.05
3346,6,3,3,1,29,Eastside,Unfurnished,No,No,No,Yes,No,Yes,564685.67
1857,1,1,3,1,21,Uptown,Furnished,Yes,No,No,No,No,No,501513.03
4560,4,3,2,1,34,Eastside,Unfurnished,Yes,No,No,No,No,No,585640.99
5160,6,3,3,0,4,Suburban,Furnished,Yes,Yes,Yes,Yes,No,No,962155.99
1891,4,4,2,3,11,Northend,Furnished,No,No,No,Yes,No,No,404148.32
2078,1,4,3,0,37,Eastside,Semi-Furnished,Yes,No,No,Yes,No,Yes,369014.62
4249,3,3,1,3,48,Eastside,Unfurnished,Yes,Yes,No,Yes,Yes,No,496580.86
4125,3,4,1,1,2,Uptown,Unfurnished,Yes,No,No,Yes,Yes,Yes,922699.34
3003,2,4,2,3,11,Lakeview,Unfurnished,Yes,Yes,No,Yes,Yes,No,972526.27
3637,2,1,1,1,42,Lakeview,Unfurnished,Yes,Yes,Yes,Yes,Yes,No,909963.82
3409,2,4,2,0,35,Downtown,Furnished,Yes,No,No,Yes,No,No,1067768.7
3164,3,1,3,3,31,Lakeview,Unfurnished,No,No,No,No,Yes,Yes,977682.77
899,4,4,2,1,33,Suburban,Furnished,Yes,No,Yes,Yes,Yes,No,362594.84
4882,5,1,2,1,19,Uptown,Furnished,Yes,Yes,No,No,Yes,No,1211977.8
4457,3,1,3,1,39,Downtown,Unfurnished,No,No,No,Yes,Yes,No,1021538.02
2733,1,2,2,3,21,Rural,Furnished,No,No,Yes,Yes,No,Yes,334662.77
2039,5,1,1,3,41,Northend,Unfurnished,Yes,No,No,Yes,Yes,No,343306.35
736,3,4,1,1,29,Suburban,Furnished,Yes,Yes,No,No,No,No,295515.37
1427,6,1,2,2,14,Downtown,Unfurnished,Yes,No,No,Yes,No,No,423596.8
5009,3,3,1,0,6,Southend,Unfurnished,Yes,No,No,Yes,No,No,780573.82
919,2,1,2,0,46,Southend,Semi-Furnished,Yes,No,Yes,Yes,No,Yes,283091.94
4624,4,1,2,0,15,Rural,Furnished,No,No,No,No,Yes,Yes,615635.24
2895,6,3,2,2,15,Eastside,Semi-Furnished,Yes,No,No,No,Yes,Yes,477710.67
1160,4,4,1,3,27,Lakeview,Unfurnished,Yes,No,No,Yes,Yes,Yes,747282.17
3123,5,4,1,2,47,Lakeview,Furnished,Yes,No,Yes,Yes,No,No,681640.09
4450,3,4,3,2,49,Southend,Unfurnished,No,No,No,No,Yes,No,548483.09
949,2,1,1,3,1,Suburban,Unfurnished,Yes,Yes,No,Yes,No,No,298676.81
879,6,3,3,0,25,Suburban,Semi-Furnished,Yes,Yes,Yes,Yes,Yes,Yes,510424.59
1750,1,2,1,1,26,Midtown,Unfurnished,Yes,No,Yes,Yes,No,No,432531.0
2959,3,4,3,1,20,Southend,Unfurnished,Yes,No,No,Yes,Yes,No,524181.17
3498,2,3,3,2,32,Lakeview,Unfurnished,Yes,No,Yes,No,Yes,Yes,1185841.55
4951,1,3,2,0,0,Midtown,Furnished,Yes,Yes,No,Yes,Yes,No,1285707.39
2801,1,4,2,3,30,Uptown,Furnished,Yes,Yes,Yes,No,Yes,No,706012.69
1226,5,2,2,0,42,Uptown,Unfurnished,Yes,Yes,Yes,No,Yes,No,344294.83
1967,4,4,3,0,11,Lakeview,Unfurnished,Yes,No,No,Yes,Yes,No,834752.19
3228,4,3,2,2,17,Downtown,Furnished,Yes,No,No,Yes,Yes,Yes,1199378.42
3652,5,3,2,2,43,Eastside,Furnished,No,No,Yes,Yes,Yes,No,665089.18
4020,3,2,3,1,18,Eastside,Semi-Furnished,Yes,Yes,No,No,Yes,Yes,763409.42
3854,6,3,2,2,21,Southend,Unfurnished,Yes,No,Yes,Yes,No,Yes,713566.47
915,2,4,2,0,10,Eastside,Unfurnished,Yes,No,No,No,Yes,No,297603.0
1099,6,4,1,0,4,Northend,Unfurnished,No,Yes,No,Yes,Yes,Yes,365079.23
3574,6,2,1,2,5,Westside,Unfurnished,Yes,No,Yes,Yes,No,Yes,1009555.8
4674,4,4,1,3,23,Suburban,Semi-Furnished,Yes,No,No,Yes,Yes,No,701494.29
2067,6,4,2,2,16,Northend,Furnished,Yes,Yes,No,Yes,Yes,Yes,554871.62
1594,5,4,3,1,10,Uptown,Semi-Furnished,Yes,Yes,No,Yes,Yes,Yes,645643.36
3443,4,2,2,2,32,Suburban,Furnished,No,Yes,No,No,Yes,No,573123.34
4653,4,2,2,0,20,Westside,Furnished,Yes,No,Yes,Yes,Yes,No,963577.95
1947,4,1,2,1,49,Northend,Semi-Furnished,No,No,No,No,Yes,Yes,405506.74
1992,3,2,3,1,19,Lakeview,Furnished,Yes,No,Yes,Yes,No,Yes,1102071.23
3171,5,3,1,0,2,Rural,Furnished,Yes,Yes,No,Yes,No,No,487855.64
1958,4,1,3,0,36,Westside,Furnished,Yes,No,Yes,Yes,Yes,Yes,621265.7
1708,4,3,1,0,27,Lakeview,Semi-Furnished,Yes,No,No,No,No,Yes,606841.69
2712,5,2,3,1,33,Suburban,Semi-Furnished,No,No,No,Yes,No,Yes,583694.75
1854,1,4,2,2,45,Downtown,Unfurnished,Yes,No,Yes,No,No,No,574011.48
712,6,4,3,1,12,Rural,Semi-Furnished,No,No,No,No,Yes,Yes,302566.52
4394,3,1,2,1,1,Eastside,Furnished,Yes,No,No,Yes,No,No,729673.19
5102,3,3,2,1,4,Lakeview,Furnished,No,Yes,No,Yes,Yes,Yes,1263197.13
3463,6,1,3,2,31,Rural,Semi-Furnished,Yes,No,No,Yes,No,No,432153.62
3348,2,1,3,1,3,Northend,Semi-Furnished,Yes,No,Yes,No,Yes,Yes,636340.63
3542,2,4,3,2,41,Northend,Furnished,Yes,No,Yes,Yes,Yes,No,501178.8
3534,6,2,2,3,21,Westside,Semi-Furnished,Yes,Yes,Yes,Yes,No,Yes,789213.66
2232,1,1,2,2,17,Lakeview,Furnished,Yes,No,No,No,No,No,480074.13
3581,2,4,2,2,25,Rural,Semi-Furnished,Yes,No,No,Yes,Yes,Yes,426126.44
1770,4,3,1,3,26,Lakeview,Furnished,Yes,No,No,No,Yes,Yes,737467.48
2029,4,1,1,3,8,Uptown,Unfurnished,Yes,No,Yes,Yes,Yes,No,748240.08
1581,6,1,2,0,25,Westside,Unfurnished,Yes,No,Yes,No,No,No,396105.62
4031,2,2,2,0,43,Lakeview,Furnished,No,No,Yes,Yes,Yes,No,1027399.5
1651,6,2,2,3,7,Midtown,Semi-Furnished,No,No,No,No,No,Yes,742909.08
2222,3,2,2,3,0,Northend,Furnished,Yes,No,No,No,No,Yes,529658.42
1216,1,2,3,3,29,Lakeview,Semi-Furnished,Yes,No,No,Yes,Yes,No,527926.23
4699,4,2,1,3,0,Downtown,Unfurnished,Yes,Yes,No,Yes,No,Yes,1155642.97
2690,1,4,3,0,37,Rural,Unfurnished,Yes,No,No,No,Yes,No,397581.62
704,2,1,3,1,13,Rural,Semi-Furnished,Yes,No,Yes,Yes,No,Yes,267856.99
4329,5,4,1,1,48,Rural,Furnished,No,No,Yes,No,No,Yes,519871.98
3609,6,4,1,3,35,Lakeview,Semi-Furnished,Yes,Yes,Yes,Yes,No,No,1266531.38
4594,6,2,2,0,16,Lakeview,Semi-Furnished,No,No,Yes,Yes,No,No,1362197.64
1832,1,1,2,1,10,Eastside,Semi-Furnished,Yes,Yes,No,No,Yes,No,367324.8
2548,1,2,2,2,17,Northend,Unfurnished,Yes,Yes,No,No,No,Yes,419041.09
2349,2,2,3,3,35,Northend,Unfurnished,Yes,Yes,No,No,No,No,421635.5
1737,2,3,2,3,27,Lakeview,Semi-Furnished,Yes,No,Yes,Yes,Yes,Yes,760017.07
2518,4,2,3,1,14,Rural,Semi-Furnished,Yes,Yes,No,No,Yes,No,489306.08
1017,5,2,1,1,4,Southend,Semi-Furnished,Yes,No,No,Yes,Yes,No,309223.28
1938,5,4,1,3,14,Southend,Semi-Furnished,Yes,No,No,Yes,No,Yes,552626.99
4586,1,4,1,3,22,Midtown,Semi-Furnished,Yes,No,No,Yes,No,Yes,1055340.67
2552,5,1,3,0,23,Northend,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,549462.14
4868,2,1,2,3,6,Downtown,Furnished,Yes,No,No,Yes,Yes,No,1393784.06
5017,6,2,3,1,47,Southend,Unfurnished,Yes,Yes,No,Yes,No,No,808922.4
2812,2,2,1,1,25,Uptown,Semi-Furnished,Yes,Yes,Yes,No,No,No,861695.49
2759,2,3,2,2,1,Suburban,Furnished,Yes,Yes,No,No,No,No,527704.8
3649,1,3,1,1,47,Southend,Unfurnished,Yes,Yes,No,Yes,Yes,No,385941.77
1281,3,4,3,1,12,Northend,Furnished,Yes,No,No,Yes,Yes,No,381729.5
3213,2,1,3,1,25,Rural,Semi-Furnished,Yes,No,No,Yes,Yes,No,347627.27
1744,5,1,3,2,21,Northend,Furnished,Yes,No,No,Yes,Yes,Yes,480988.04
2916,5,1,1,1,15,Northend,Semi-Furnished,No,No,No,Yes,No,No,469872.14
1475,2,4,3,0,16,Rural,Unfurnished,Yes,No,Yes,No,No,No,271489.06
3991,6,1,1,1,48,Lakeview,Unfurnished,Yes,No,No,Yes,No,No,1164187.18
3925,3,4,2,3,8,Northend,Semi-Furnished,No,No,Yes,Yes,No,No,620375.64
916,1,4,3,3,2,Uptown,Furnished,Yes,No,No,Yes,No,Yes,447520.4
714,2,1,1,3,21,Westside,Semi-Furnished,No,No,Yes,Yes,Yes,No,329347.35
4478,1,3,2,2,29,Uptown,Semi-Furnished,Yes,No,No,No,No,No,791270.36
1635,3,3,3,0,8,Lakeview,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,834655.61
4275,2,1,2,2,9,Southend,Semi-Furnished,No,No,No,No,No,Yes,742871.65
2082,6,3,3,2,18,Downtown,Furnished,Yes,No,No,Yes,Yes,Yes,1049997.93
5023,2,3,3,0,15,Eastside,Furnished,No,No,Yes,No,No,Yes,874376.79
1232,2,4,3,2,45,Rural,Semi-Furnished,No,No,No,No,Yes,No,230987.86
3246,4,4,1,0,25,Lakeview,Furnished,Yes,Yes,No,Yes,No,No,1080444.32
2763,2,1,1,3,11,Southend,Unfurnished,Yes,No,Yes,No,Yes,No,507012.31
5008,2,2,2,2,6,Suburban,Furnished,No,No,Yes,Yes,No,No,826333.92
4304,6,1,2,3,43,Downtown,Unfurnished,Yes,No,No,Yes,Yes,Yes,893720.14
2927,3,1,3,0,17,Westside,Semi-Furnished,No,No,No,No,Yes,No,559489.66
731,3,4,2,0,34,Uptown,Furnished,Yes,No,Yes,Yes,No,Yes,380297.91
4853,4,1,3,2,10,Suburban,Furnished,Yes,No,Yes,Yes,Yes,Yes,978239.18
902,2,3,2,1,18,Lakeview,Furnished,Yes,No,Yes,No,Yes,Yes,624950.8
564,5,1,1,0,29,Eastside,Furnished,No,No,Yes,No,Yes,Yes,242673.76
2737,1,2,3,3,14,Uptown,Furnished,No,No,No,Yes,No,No,649397.31
1449,6,4,2,1,8,Rural,Furnished,No,Yes,Yes,No,Yes,No,236357.23
672,2,4,1,0,8,Lakeview,Furnished,Yes,No,No,Yes,No,Yes,436824.62
3175,6,1,2,0,16,Lakeview,Semi-Furnished,Yes,No,Yes,Yes,No,No,915010.31
1750,4,1,2,2,17,Northend,Unfurnished,Yes,Yes,No,No,Yes,Yes,424182.12
3548,5,2,3,0,37,Suburban,Semi-Furnished,Yes,Yes,Yes,No,No,No,693242.7
4505,3,3,3,2,44,Downtown,Semi-Furnished,Yes,No,No,Yes,Yes,No,1054940.01
1137,1,3,3,1,42,Lakeview,Furnished,No,No,No,No,Yes,Yes,612067.9
1448,4,4,2,3,12,Lakeview,Semi-Furnished,Yes,No,No,Yes,Yes,No,600849.68
2760,3,1,2,3,41,Downtown,Unfurnished,Yes,No,No,Yes,Yes,Yes,881682.05
2194,2,4,3,0,47,Rural,Unfurnished,Yes,Yes,No,Yes,No,No,171006.18
642,4,2,2,1,15,Suburban,Furnished,Yes,Yes,No,No,No,No,376312.42
5081,2,3,1,3,21,Southend,Furnished,Yes,No,No,No,No,Yes,800438.21
1960,4,3,3,0,45,Uptown,Unfurnished,No,No,Yes,No,Yes,No,564361.33
4387,4,2,2,3,37,Rural,Semi-Furnished,Yes,No,No,No,Yes,No,465701.51
792,2,2,2,1,25,Southend,Furnished,Yes,Yes,No,Yes,Yes,Yes,416106.16
2143,4,4,1,1,19,Downtown,Semi-Furnished,Yes,No,Yes,No,No,Yes,776184.93
3218,6,4,3,2,29,Northend,Semi-Furnished,Yes,Yes,No,No,No,Yes,643540.45
1337,3,2,2,2,29,Southend,Unfurnished,Yes,No,No,Yes,Yes,No,306995.69
1537,6,4,3,2,23,Suburban,Unfurnished,No,No,No,No,No,No,365628.69
771,6,4,1,2,9,Midtown,Semi-Furnished,No,No,No,No,Yes,No,489875.56
2458,3,3,1,3,17,Westside,Furnished,No,Yes,No,Yes,Yes,No,519895.7
2869,1,1,1,0,17,Midtown,Semi-Furnished,No,No,No,Yes,Yes,No,585426.79
1305,1,2,2,2,18,Northend,Furnished,Yes,No,No,Yes,No,No,294564.52
3674,4,1,2,2,37,Westside,Semi-Furnished,No,No,No,Yes,Yes,No,607077.36
1382,3,2,2,0,31,Southend,Semi-Furnished,Yes,Yes,No,Yes,Yes,Yes,362921.35
1331,6,2,1,1,9,Rural,Semi-Furnished,Yes,No,No,Yes,Yes,Yes,302034.67
3671,2,4,1,0,22,Northend,Unfurnished,Yes,No,No,Yes,Yes,Yes,615931.2
2691,4,4,2,1,40,Rural,Furnished,Yes,Yes,No,Yes,Yes,No,314158.08
2540,6,2,2,2,41,Suburban,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,436246.16
2094,2,2,3,0,10,Rural,Unfurnished,Yes,Yes,No,No,Yes,No,303025.6
2126,5,4,1,2,25,Downtown,Unfurnished,Yes,Yes,No,No,No,No,736502.6
4084,1,4,3,0,24,Suburban,Semi-Furnished,No,No,No,No,Yes,Yes,694735.8
773,4,1,2,3,10,Lakeview,Unfurnished,Yes,No,No,Yes,No,Yes,576888.77
1089,4,3,2,1,2,Southend,Unfurnished,Yes,No,No,No,Yes,No,351445.05
3200,2,3,1,0,42,Lakeview,Unfurnished,Yes,No,No,Yes,Yes,No,638744.72
1082,1,1,1,2,13,Downtown,Semi-Furnished,No,No,No,Yes,Yes,Yes,536719.4
4133,2,2,3,1,18,Eastside,Furnished,Yes,No,No,Yes,Yes,Yes,736198.8
2490,2,4,3,3,2,Downtown,Unfurnished,Yes,No,Yes,No,Yes,No,875757.48
1758,1,2,3,3,8,Midtown,Furnished,Yes,Yes,No,Yes,No,No,706313.23
3366,5,3,1,1,4,Downtown,Furnished,Yes,No,Yes,Yes,Yes,No,1027358.98
4238,3,4,2,0,33,Westside,Unfurnished,Yes,No,No,Yes,No,Yes,653582.83
1071,6,1,1,2,5,Rural,Unfurnished,Yes,No,Yes,Yes,No,Yes,255403.47
1044,3,1,2,3,8,Northend,Unfurnished,No,No,No,No,No,No,248200.21
4722,5,3,1,2,38,Downtown,Furnished,Yes,Yes,No,No,Yes,No,1383144.37
5012,1,2,1,2,41,Northend,Semi-Furnished,Yes,No,No,No,Yes,No,621454.68
1137,4,2,2,1,30,Uptown,Furnished,Yes,Yes,No,Yes,No,No,484253.01
540,1,2,1,1,10,Eastside,Furnished,Yes,Yes,No,Yes,No,Yes,256679.79
4892,6,3,1,1,32,Suburban,Furnished,Yes,Yes,Yes,No,Yes,No,859191.05
2120,2,3,1,1,40,Lakeview,Furnished,Yes,No,No,Yes,No,No,564375.3
4172,6,3,3,2,8,Westside,Semi-Furnished,Yes,No,No,No,No,No,699529.58
4637,1,2,3,3,28,Downtown,Semi-Furnished,Yes,No,No,No,Yes,Yes,1391922.68
4628,3,1,1,1,31,Uptown,Furnished,Yes,Yes,No,Yes,No,Yes,935775.94
1799,4,2,3,3,5,Eastside,Furnished,Yes,No,No,Yes,Yes,No,455887.74
659,6,3,3,0,25,Westside,Furnished,Yes,Yes,No,Yes,No,No,446404.28
2452,5,4,1,0,41,Northend,Unfurnished,Yes,No,No,Yes,No,No,455564.85
2231,1,3,2,2,40,Lakeview,Semi-Furnished,Yes,No,Yes,No,Yes,No,763519.55
2946,4,4,2,2,3,Midtown,Unfurnished,Yes,No,No,No,Yes,No,814268.06
3662,6,3,1,1,37,Lakeview,Unfurnished,Yes,No,No,No,Yes,Yes,1024019.26
2232,4,3,2,3,27,Northend,Semi-Furnished,No,Yes,No,No,Yes,No,480978.34
1080,3,4,2,3,38,Rural,Semi-Furnished,No,No,No,Yes,No,Yes,228628.71
719,2,3,3,1,13,Midtown,Unfurnished,Yes,No,Yes,No,No,Yes,360654.09
4974,4,1,2,0,30,Eastside,Semi-Furnished,Yes,No,No,Yes,No,No,716768.03
2249,4,4,2,1,20,Midtown,Unfurnished,Yes,Yes,Yes,Yes,Yes,No,746210.71
1970,1,3,3,0,27,Eastside,Furnished,Yes,No,No,Yes,Yes,No,313811.39
4828,5,4,2,1,3,Eastside,Unfurnished,Yes,Yes,No,Yes,Yes,No,870349.46
1894,1,4,2,3,23,Southend,Semi-Furnished,Yes,No,No,Yes,Yes,No,445075.08
1421,3,4,2,0,1,Eastside,Semi-Furnished,Yes,No,No,Yes,No,No,346589.55
3273,4,1,1,3,16,Westside,Furnished,No,No,No,Yes,Yes,No,729205.33
4962,2,3,1,0,22,Suburban,Unfurnished,Yes,No,No,No,Yes,No,683083.17
5076,4,1,1,2,27,Uptown,Furnished,Yes,No,No,Yes,Yes,No,929760.74
3934,2,4,2,0,42,Suburban,Furnished,No,No,No,No,Yes,No,611240.35
4082,2,4,1,2,9,Suburban,Unfurnished,No,Yes,No,Yes,No,Yes,749113.63
1618,6,2,1,3,20,Southend,Unfurnished,No,No,No,Yes,Yes,Yes,452749.33
2365,6,2,1,0,37,Uptown,Furnished,Yes,No,Yes,No,Yes,No,691124.52
4811,2,2,3,3,15,Lakeview,Furnished,No,Yes,No,Yes,Yes,No,1485669.77
1224,5,4,3,2,10,Rural,Unfurnished,No,No,No,No,No,Yes,378065.84
1211,1,1,2,2,9,Westside,Furnished,Yes,No,No,Yes,Yes,Yes,487627.08
2325,6,4,1,1,20,Rural,Furnished,Yes,Yes,Yes,No,Yes,No,368969.08
4426,3,4,1,2,22,Eastside,Semi-Furnished,No,No,No,Yes,No,No,701867.8
890,6,1,1,3,0,Westside,Semi-Furnished,Yes,No,Yes,No,No,No,452805.48
1570,5,3,1,2,15,Midtown,Furnished,No,Yes,No,No,Yes,No,610120.98
4987,5,2,3,0,27,Westside,Furnished,Yes,No,No,Yes,Yes,Yes,1016575.03
3265,2,4,3,3,26,Westside,Semi-Furnished,Yes,Yes,No,No,Yes,No,773186.4
4980,5,4,3,1,30,Suburban,Furnished,Yes,No,Yes,No,Yes,No,872227.82
2928,3,3,2,2,18,Midtown,Semi-Furnished,Yes,No,No,No,No,Yes,791604.34
4994,3,2,3,2,42,Southend,Semi-Furnished,No,No,No,Yes,No,Yes,628538.37
2647,4,3,2,1,35,Northend,Furnished,Yes,Yes,No,Yes,Yes,Yes,530853.96
4072,5,2,1,0,23,Lakeview,Furnished,Yes,No,No,No,Yes,No,805440.11
4978,6,4,2,1,12,Uptown,Unfurnished,No,No,Yes,Yes,No,Yes,1124229.57
3254,4,2,2,3,0,Midtown,Semi-Furnished,No,No,Yes,Yes,Yes,Yes,832192.54
3763,6,4,2,2,11,Northend,Semi-Furnished,No,No,No,Yes,Yes,No,563309.1
